id,price
39129,68.0
46656,17.0
14141,13.0
83776,30.0
3775,54.0
46638,22.0
51888,130.0
30432,20.0
118658,75.0
45447,33.0
14916,51.0
96509,14.0
107222,36.0
53146,15.0
126522,18.0
87641,15.0
4415,38.0
26351,58.0
18982,45.0
9818,65.0
50707,49.0
94568,13.0
47242,90.0
47331,8.0
69898,12.0
129342,20.0
84789,24.0
107292,16.0
40076,12.0
42739,29.0
44081,48.0
95733,25.0
15501,75.0
120125,18.0
115598,55.0
121861,25.0
100777,40.0
87118,38.0
16500,80.0
75883,30.0
80186,19.0
127844,22.0
52508,17.0
109237,15.0
85688,90.0
101416,43.0
23185,106.0
84459,12.0
84782,31.0
13401,30.0
90819,100.0
7387,75.0
85418,47.0
18339,17.0
7379,55.0
78126,85.0
102539,17.0
105808,20.0
3774,24.0
78460,14.0
21554,9.0
56315,28.0
27030,55.0
22028,23.0
109410,100.0
90207,10.0
32891,80.0
77307,20.0
62234,15.0
53385,35.0
70258,33.0
80978,13.0
76146,38.0
26268,20.0
102665,18.0
16281,20.0
12177,17.0
92959,28.0
97837,14.0
123249,80.0
86199,9.0
79642,66.0
97060,20.0
5345,24.0
71994,15.0
21878,32.0
127314,40.0
77468,18.0
64580,18.0
121032,40.0
29419,30.0
81717,22.0
25837,23.0
86244,35.0
10925,56.0
29474,57.0
94782,75.0
41581,15.0
107000,18.0
66556,10.0
30077,10.0
58565,8.0
60437,18.0
113273,36.0
30712,45.0
52307,11.0
66732,13.0
18191,35.0
14404,30.0
65636,35.0
55932,29.0
60481,38.0
97863,16.0
56919,32.0
27740,18.0
89499,19.0
107544,16.0
34513,10.0
22597,29.0
114465,32.0
32072,65.0
58360,150.0
103118,75.0
25458,40.0
25220,21.0
66208,10.0
102238,35.0
14790,35.0
109849,105.0
122382,35.0
53148,35.0
85361,20.0
102766,25.0
12849,40.0
35026,45.0
5525,10.0
65508,40.0
52249,22.0
122007,105.0
67443,60.0
45543,54.0
17584,16.0
113557,25.0
21646,19.0
55452,34.0
70924,19.0
117264,35.0
39710,25.0
60767,45.0
11411,39.0
100404,80.0
66778,10.0
63095,14.0
83972,36.0
104050,30.0
3275,19.0
53485,12.0
111086,58.0
25370,35.0
24999,12.0
80802,22.0
50954,19.0
125985,60.0
35437,27.0
36642,36.0
102777,20.0
4031,20.0
28875,33.0
113014,19.0
2731,12.0
100867,42.0
90784,12.0
7925,40.0
23048,18.0
118263,29.0
77644,14.0
110053,75.0
121626,18.0
70497,17.0
64212,14.0
100418,55.0
16464,10.0
129476,32.0
90608,7.0
79734,28.0
15147,44.0
17162,13.0
118890,19.0
125034,60.0
121717,20.0
112370,8.0
7304,30.0
109827,14.0
91826,9.0
33717,11.0
108517,24.0
86482,50.0
58035,21.0
55978,25.0
4234,32.0
53597,10.0
5262,35.0
65869,30.0
98797,25.0
8764,19.0
77076,45.0
38855,49.0
53061,20.0
31969,30.0
119166,21.0
73005,20.0
84695,24.0
79739,50.0
89690,28.0
121862,10.0
103961,10.0
86722,43.0
99093,18.0
15232,22.0
81802,17.0
37218,26.0
116134,12.0
136,50.0
111388,50.0
120899,38.0
97604,65.0
118211,18.0
115493,34.0
2674,24.0
129838,30.0
81887,57.0
47710,54.0
109564,60.0
109699,27.0
101088,40.0
58401,13.0
123259,18.0
82463,40.0
113385,10.0
51738,37.0
104827,55.0
90159,20.0
56085,35.0
6125,85.0
50865,10.0
105524,35.0
83846,24.0
123641,50.0
123931,12.0
113689,20.0
46403,18.0
61309,30.0
22864,69.0
122191,27.0
14970,20.0
27321,65.0
99178,95.0
117136,29.0
31767,23.0
15383,28.0
98805,35.0
30277,30.0
52036,13.0
119553,34.0
50287,40.0
82213,25.0
53878,27.0
118752,13.0
68427,14.0
70053,42.0
22840,16.0
8186,90.0
61097,13.0
22374,33.0
45234,58.0
34247,14.0
8282,18.0
21477,150.0
115234,27.0
87762,15.0
92607,27.0
16796,27.0
107419,48.0
10952,20.0
106442,36.0
75152,18.0
43174,20.0
62608,24.0
10320,40.0
118038,10.0
36907,20.0
19470,24.0
104748,23.0
25101,19.0
29230,42.0
90760,72.0
70796,60.0
110094,12.0
82957,17.0
93254,60.0
62723,17.0
4607,25.0
53374,25.0
115008,60.0
113179,18.0
52620,40.0
89623,13.0
71088,18.0
110388,27.0
24798,22.0
22785,24.0
3151,60.0
16394,20.0
87084,40.0
73925,18.0
26928,15.0
7873,48.0
125329,21.0
104801,60.0
48927,90.0
100640,38.0
53525,12.0
93240,65.0
88006,25.0
91872,18.0
117476,29.0
64577,10.0
4829,9.0
82057,13.0
27950,12.0
57207,39.0
61601,70.0
72565,65.0
71444,16.0
8145,34.0
129051,26.0
89223,44.0
31771,55.0
121196,24.0
30713,18.0
63380,45.0
555,75.0
80901,35.0
50619,71.0
78655,37.0
114996,48.0
3648,50.0
10207,11.0
62428,68.0
119143,30.0
27439,42.0
49975,20.0
89154,46.0
31095,10.0
117616,59.0
105906,16.0
72397,14.0
56294,15.0
92719,17.0
33118,25.0
121691,46.0
126589,20.0
77541,42.0
108396,18.0
65743,36.0
118119,20.0
14744,13.0
19532,19.0
80058,75.0
85476,60.0
94600,12.0
127172,12.0
95000,45.0
96330,50.0
104852,100.0
64082,55.0
2897,26.0
46574,42.0
77846,50.0
89687,16.0
46444,65.0
81695,12.0
55246,60.0
2923,40.0
4949,11.0
61774,25.0
24238,17.0
4125,49.0
92901,125.0
21466,65.0
31163,40.0
110257,22.0
85211,38.0
35891,42.0
115195,40.0
28341,39.0
74836,130.0
71431,42.0
112218,11.0
10158,38.0
21737,17.0
47119,60.0
27599,231.0
88240,70.0
50070,26.0
85931,22.0
9878,15.0
58764,125.0
100711,42.0
65604,28.0
14333,51.0
71973,63.0
113710,55.0
16065,70.0
97583,30.0
37366,54.0
38658,24.0
12595,15.0
27357,50.0
37449,50.0
86488,135.0
44064,10.0
93672,16.0
13572,10.0
123189,7.0
35450,60.0
109149,20.0
96760,22.0
52381,13.0
10114,19.0
1119,32.0
49700,33.0
94384,20.0
29872,42.0
68735,100.0
54217,9.0
46216,13.0
63168,60.0
18847,50.0
90040,45.0
84472,55.0
119383,9.0
16384,45.0
106814,14.0
48387,146.0
23661,15.0
348,100.0
41018,19.0
114661,16.0
32573,14.0
92920,17.0
18294,33.0
49035,25.0
94137,130.0
110705,33.0
25359,24.0
21582,28.0
22897,16.0
97856,34.0
48302,11.0
44842,10.0
54092,15.0
123681,47.0
96072,18.0
86686,24.0
53007,14.0
72091,30.0
51644,69.0
121288,18.0
89645,10.0
67064,19.0
120512,17.0
76507,12.0
72787,17.0
118504,75.0
118167,32.0
108739,72.0
27614,10.0
6359,30.0
26766,50.0
33564,45.0
72483,16.0
104421,48.0
127756,90.0
41208,10.0
107384,72.0
49711,20.0
56625,22.0
50175,13.0
34936,19.0
23016,24.0
25756,80.0
15954,24.0
117125,24.0
21727,65.0
123985,50.0
2505,40.0
60459,18.0
53573,20.0
70645,26.0
117217,120.0
114417,19.0
24503,45.0
116070,23.0
112030,38.0
48528,28.0
94485,17.0
97749,30.0
104954,18.0
53830,30.0
72513,15.0
93307,22.0
122709,35.0
18936,20.0
126011,10.0
47352,24.0
110580,13.0
127057,12.0
58417,25.0
101100,42.0
123384,35.0
74654,19.0
18192,35.0
106842,65.0
118335,75.0
38037,85.0
19888,40.0
50858,8.0
29566,7.0
9900,60.0
67471,15.0
94504,52.0
88612,14.0
6494,28.0
37222,35.0
106444,12.0
19663,17.0
120319,35.0
8991,65.0
58096,80.0
21600,40.0
23771,23.0
97824,16.0
61703,13.0
65650,15.0
9838,8.0
75447,13.0
83781,45.0
129569,65.0
52589,25.0
63485,22.0
81255,25.0
101303,30.0
96335,120.0
17953,19.0
26366,60.0
59595,28.0
88219,24.0
102361,25.0
95598,11.0
123951,100.0
61482,17.0
43646,50.0
28821,20.0
103156,21.0
58236,96.0
31360,24.0
78910,16.0
26986,22.0
90357,24.0
20678,15.0
79445,24.0
53171,17.0
117329,65.0
68862,30.0
19157,30.0
57319,10.0
108074,25.0
54008,9.0
104219,46.0
5367,20.0
75390,25.0
1766,18.0
121732,22.0
45266,73.0
97232,60.0
107855,50.0
74796,7.0
31499,70.0
96403,21.0
120570,29.0
32342,16.0
35810,35.0
122994,25.0
82683,20.0
106436,20.0
31602,16.0
13262,21.0
97725,55.0
38379,36.0
81698,25.0
58723,35.0
105481,75.0
48319,12.0
674,38.0
37516,280.0
91135,25.0
7135,15.0
80455,30.0
55019,15.0
52734,25.0
78360,28.0
126271,25.0
23451,19.0
2141,10.0
75415,40.0
103593,40.0
86601,50.0
52851,34.0
87788,16.0
1768,25.0
129530,38.0
92653,24.0
125522,16.0
22274,32.0
57570,100.0
15487,19.0
13864,9.0
117833,100.0
54243,38.0
62804,21.0
62805,33.0
87975,25.0
72324,48.0
121075,32.0
76119,15.0
29830,15.0
18909,17.0
47148,400.0
3437,22.0
129107,85.0
118106,17.0
81671,45.0
90916,48.0
51112,20.0
18600,10.0
66228,36.0
99051,23.0
4107,24.0
40548,190.0
26455,38.0
48578,42.0
115891,72.0
58760,35.0
48729,23.0
111531,15.0
65821,40.0
15754,13.0
56389,60.0
11393,16.0
21825,14.0
59087,35.0
59198,63.0
57909,38.0
13976,86.0
62949,37.0
43028,29.0
12728,15.0
109030,30.0
21917,39.0
124981,18.0
106534,52.0
8640,35.0
15612,70.0
18196,15.0
25427,25.0
10807,25.0
91943,32.0
50677,21.0
42308,25.0
111107,50.0
73438,13.0
25864,13.0
101033,25.0
129842,12.0
59889,45.0
74041,79.0
57074,75.0
116189,15.0
121634,34.0
15932,33.0
11407,20.0
10257,16.0
74265,17.0
6998,35.0
86604,65.0
23081,29.0
4329,25.0
50284,42.0
42760,21.0
86149,15.0
80720,70.0
32863,17.0
24326,17.0
90366,19.0
53643,45.0
47953,26.0
93958,22.0
19384,36.0
29327,32.0
79623,30.0
95560,19.0
110602,17.0
4854,18.0
116397,25.0
111517,20.0
89170,90.0
109784,65.0
97976,15.0
104441,28.0
36264,11.0
48455,19.0
67617,20.0
30442,60.0
89235,30.0
20026,21.0
127119,11.0
83394,19.0
124538,68.0
105406,65.0
4754,25.0
127578,70.0
37562,24.0
89739,600.0
69229,20.0
7264,26.0
115679,15.0
15756,33.0
38424,48.0
25745,24.0
70295,18.0
34592,54.0
118091,60.0
111819,22.0
91859,95.0
57676,55.0
119134,17.0
113709,34.0
4394,35.0
110996,10.0
74565,36.0
124862,20.0
35238,13.0
1168,26.0
81915,260.0
122913,28.0
110456,38.0
78284,65.0
90744,32.0
56832,21.0
19324,36.0
127547,60.0
128352,35.0
48644,17.0
28968,14.0
53919,29.0
61871,15.0
27567,65.0
81268,110.0
81402,55.0
26259,18.0
86782,28.0
85253,44.0
15120,37.0
92390,24.0
111345,30.0
74242,20.0
71470,23.0
85397,13.0
85357,24.0
19853,48.0
106529,23.0
111703,30.0
73129,22.0
11509,48.0
129284,25.0
42938,16.0
77800,35.0
104929,22.0
81390,6.0
108846,40.0
4332,24.0
13042,22.0
26070,32.0
56648,55.0
86446,70.0
30498,36.0
47646,40.0
84763,19.0
74257,67.0
40278,60.0
32352,40.0
74312,20.0
49490,23.0
100325,35.0
43750,16.0
103336,15.0
83379,35.0
10127,12.0
116919,25.0
120578,39.0
13886,29.0
86963,28.0
90350,25.0
36680,27.0
124939,38.0
74458,36.0
68387,7.0
124133,28.0
75409,60.0
126513,75.0
10659,18.0
9319,24.0
1321,25.0
26305,22.0
4445,10.0
42909,13.0
94430,15.0
86254,11.0
121645,16.0
106691,22.0
48808,36.0
93451,28.0
6963,14.0
45025,50.0
90710,38.0
65742,80.0
100396,22.0
117207,75.0
53369,47.0
112707,15.0
97354,13.0
109128,28.0
79635,40.0
90810,23.0
46058,13.0
16903,15.0
7026,45.0
34836,60.0
86756,65.0
120616,35.0
14880,18.0
73828,10.0
12010,50.0
15016,45.0
10734,58.0
24081,100.0
105442,18.0
61789,45.0
115296,45.0
51964,48.0
74990,14.0
21627,29.0
126384,30.0
45079,40.0
53222,23.0
84434,18.0
10607,30.0
114032,24.0
95592,30.0
48303,55.0
116692,99.0
23357,45.0
55609,36.0
128159,25.0
42088,15.0
120368,20.0
94888,14.0
53891,25.0
101036,15.0
96613,12.0
118819,31.0
61002,35.0
111110,40.0
76104,105.0
43791,18.0
1972,14.0
67489,25.0
119301,40.0
21484,19.0
93975,15.0
49131,9.0
121941,450.0
86600,25.0
27620,18.0
70492,23.0
112860,35.0
121852,24.0
94194,10.0
126225,23.0
85630,95.0
93132,16.0
53125,15.0
109105,12.0
56174,10.0
34790,59.0
69055,9.0
103991,10.0
53437,24.0
6604,31.0
27731,45.0
28019,11.0
126556,60.0
113917,16.0
89260,66.0
123709,20.0
25505,22.0
117883,14.0
32728,15.0
47898,90.0
120674,57.0
7522,65.0
20455,17.0
74775,28.0
69731,20.0
68264,50.0
75061,14.0
5650,28.0
101365,40.0
71048,19.0
42089,13.0
36923,15.0
5831,16.0
5372,38.0
81627,30.0
101002,56.0
18370,30.0
11237,18.0
125112,17.0
80290,3300.0
102751,18.0
27818,40.0
29332,150.0
78505,71.0
78551,40.0
47194,15.0
25533,11.0
37327,35.0
85003,34.0
60504,16.0
35663,46.0
16799,16.0
14557,20.0
8157,15.0
18818,45.0
49528,18.0
127143,21.0
111463,28.0
83763,50.0
113534,75.0
93736,82.0
93232,40.0
93797,10.0
63623,24.0
23769,15.0
84268,60.0
95085,28.0
19019,55.0
90515,20.0
40259,30.0
125482,45.0
88691,60.0
30640,7.0
48779,16.0
84550,17.0
54898,19.0
104780,7.0
97020,34.0
69539,13.0
96227,12.0
123175,9.0
127544,22.0
11275,35.0
104332,15.0
54323,15.0
115479,15.0
118132,16.0
61129,22.0
25285,25.0
106938,20.0
3569,12.0
67128,45.0
96147,40.0
37810,18.0
105971,19.0
75421,52.0
118002,30.0
85040,12.0
79562,22.0
59433,17.0
110624,36.0
91948,95.0
81220,11.0
30714,249.0
45163,20.0
49244,22.0
38236,45.0
124856,40.0
54546,28.0
60357,19.0
37589,21.0
13430,89.0
23228,28.0
123776,18.0
66737,30.0
69662,15.0
122409,16.0
73399,40.0
38749,46.0
128505,45.0
114412,18.0
1858,29.0
38004,30.0
48775,14.0
58814,15.0
91473,75.0
89706,39.0
121508,35.0
1449,180.0
109449,106.0
119092,32.0
86801,15.0
52072,15.0
104124,15.0
76655,15.0
33234,15.0
13899,30.0
51424,90.0
53875,27.0
92321,14.0
6165,21.0
